"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"92140160702","Equip d'Atenció a la Infància i Adolescència *Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","932565700","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140160702","Equip d'Atenció a la Infància i Adolescència *Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","932565700","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140160702","Equip d'Atenció a la Infància i Adolescència *Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","932650276","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140160702","Equip d'Atenció a la Infància i Adolescència *Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","932650276","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140160753","Equip d'Atenció a la Infància i Adolescència *Sants-Montjuïc","#","Av","Paral·lel","196","196","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.375281","2.151127","429014.62","4580765.729","429106.54","4580966.651","932562699","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140160753","Equip d'Atenció a la Infància i Adolescència *Sants-Montjuïc","#","Av","Paral·lel","196","196","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.375281","2.151127","429014.62","4580765.729","429106.54","4580966.651","932562706","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140160753","Equip d'Atenció a la Infància i Adolescència *Sants-Montjuïc","#","Av","Paral·lel","196","196","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.375281","2.151127","429014.62","4580765.729","429106.54","4580966.651","932562706","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140160753","Equip d'Atenció a la Infància i Adolescència *Sants-Montjuïc","#","Av","Paral·lel","196","196","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.375281","2.151127","429014.62","4580765.729","429106.54","4580966.651","932562699","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140160844","Equip d'Atenció a la Infància i Adolescència *Les Corts i Sarrià-Sant Gervasi","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","932564803","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140160844","Equip d'Atenció a la Infància i Adolescència *Les Corts i Sarrià-Sant Gervasi","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","932564803","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140160844","Equip d'Atenció a la Infància i Adolescència *Les Corts i Sarrià-Sant Gervasi","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","932564827","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140160844","Equip d'Atenció a la Infància i Adolescència *Les Corts i Sarrià-Sant Gervasi","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","932564827","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161000","Equip d'Atenció a la Infància i Adolescència *Horta-Guinardó","#","C","Marina","343","343","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409008","2.168388","430493.971","4584496.075","430585.903","4584697.032","932915230","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161000","Equip d'Atenció a la Infància i Adolescència *Horta-Guinardó","#","C","Marina","343","343","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409008","2.168388","430493.971","4584496.075","430585.903","4584697.032","932915230","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161000","Equip d'Atenció a la Infància i Adolescència *Horta-Guinardó","#","C","Marina","343","343","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409008","2.168388","430493.971","4584496.075","430585.903","4584697.032","932915220","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161000","Equip d'Atenció a la Infància i Adolescència *Horta-Guinardó","#","C","Marina","343","343","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409008","2.168388","430493.971","4584496.075","430585.903","4584697.032","932915220","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161052","Equip d'Atenció a la Infància i Adolescència *Nou Barris","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","932563519","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161052","Equip d'Atenció a la Infància i Adolescència *Nou Barris","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","932563577","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161052","Equip d'Atenció a la Infància i Adolescència *Nou Barris","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","932563577","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161052","Equip d'Atenció a la Infància i Adolescència *Nou Barris","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","932563519","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161136","Equip d'Atenció a la Infància i Adolescència *Sant Andreu","#","C","Paixalet","2","2","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.437171","2.192005","432497.077","4587604.027","432589.027","4587805.014","932918851","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161136","Equip d'Atenció a la Infància i Adolescència *Sant Andreu","#","C","Paixalet","2","2","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.437171","2.192005","432497.077","4587604.027","432589.027","4587805.014","932918870","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161136","Equip d'Atenció a la Infància i Adolescència *Sant Andreu","#","C","Paixalet","2","2","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.437171","2.192005","432497.077","4587604.027","432589.027","4587805.014","932918851","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161136","Equip d'Atenció a la Infància i Adolescència *Sant Andreu","#","C","Paixalet","2","2","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.437171","2.192005","432497.077","4587604.027","432589.027","4587805.014","932918870","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161225","Equip d'Atenció a la Infància i Adolescència *Sant Martí","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","932565920","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161225","Equip d'Atenció a la Infància i Adolescència *Sant Martí","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","932564475","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"92140161225","Equip d'Atenció a la Infància i Adolescència *Sant Martí","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","932564475","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"92140161225","Equip d'Atenció a la Infància i Adolescència *Sant Martí","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","932565920","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"98118161412","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Gòtic-Barceloneta","#","C","Mirallers","1","1","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.384373","2.180239","431458.6","4581751.672","431550.542","4581952.604","932562028","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"98118161412","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Gòtic-Barceloneta","#","C","Mirallers","1","1","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.384373","2.180239","431458.6","4581751.672","431550.542","4581952.604","932562020","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"98118161412","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Gòtic-Barceloneta","#","C","Mirallers","1","1","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.384373","2.180239","431458.6","4581751.672","431550.542","4581952.604","932562028","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"98118161412","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Gòtic-Barceloneta","#","C","Mirallers","1","1","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.384373","2.180239","431458.6","4581751.672","431550.542","4581952.604","932562020","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"98118161521","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Casc Antic","#","C","Comerç","5","5","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388385","2.181681","431583.362","4582195.994","431675.305","4582396.93","932566156","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"98118161521","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Casc Antic","#","C","Comerç","5","5","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388385","2.181681","431583.362","4582195.994","431675.305","4582396.93","933102291","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"98118161521","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Casc Antic","#","C","Comerç","5","5","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388385","2.181681","431583.362","4582195.994","431675.305","4582396.93","932566156","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"98118161521","Equip d'Atenció a la Infància i Adolescència de Ciutat Vella *Casc Antic","#","C","Comerç","5","5","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388385","2.181681","431583.362","4582195.994","431675.305","4582396.93","933102291","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"98203124705","Equip d'Atenció a la Infància i Adolescència *Ciutat Vella-Raval Sud","#","C","Nou de la Rambla","45","45","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377328","2.172506","430804.547","4580975.747","430896.483","4581176.672","934418885","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"98203124705","Equip d'Atenció a la Infància i Adolescència *Ciutat Vella-Raval Sud","#","C","Nou de la Rambla","45","45","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377328","2.172506","430804.547","4580975.747","430896.483","4581176.672","932564860","Centraleta","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"98203124705","Equip d'Atenció a la Infància i Adolescència *Ciutat Vella-Raval Sud","#","C","Nou de la Rambla","45","45","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377328","2.172506","430804.547","4580975.747","430896.483","4581176.672","934418885","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"98203124705","Equip d'Atenció a la Infància i Adolescència *Ciutat Vella-Raval Sud","#","C","Nou de la Rambla","45","45","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377328","2.172506","430804.547","4580975.747","430896.483","4581176.672","932564860","Centraleta","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"99400230350","Equip d'Atenció a la Infància i Adolescència *Gràcia","#","C","Mare de Déu de la Salut","87","87","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413305","2.159693","429771.908","4584980.213","429863.834","4585181.174","932854816","Centraleta","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"99400230350","Equip d'Atenció a la Infància i Adolescència *Gràcia","#","C","Mare de Déu de la Salut","87","87","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413305","2.159693","429771.908","4584980.213","429863.834","4585181.174","932192530","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"99400230350","Equip d'Atenció a la Infància i Adolescència *Gràcia","#","C","Mare de Déu de la Salut","87","87","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413305","2.159693","429771.908","4584980.213","429863.834","4585181.174","932192530","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"99400230350","Equip d'Atenció a la Infància i Adolescència *Gràcia","#","C","Mare de Déu de la Salut","87","87","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413305","2.159693","429771.908","4584980.213","429863.834","4585181.174","932854816","Centraleta","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"99400249578","Equip Central d'Atenció a la Infància i Adolescència de Barcelona","#","C","València","344","344","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.397082","2.16931","430558.31","4583171.349","430650.243","4583372.294","934132730","Fax","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"99400249578","Equip Central d'Atenció a la Infància i Adolescència de Barcelona","#","C","València","344","344","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.397082","2.16931","430558.31","4583171.349","430650.243","4583372.294","934132757","Tel.","","","","","","","","","Equips d'atenció a la infància i adolescència","Serveis Socials",
"99400249578","Equip Central d'Atenció a la Infància i Adolescència de Barcelona","#","C","València","344","344","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.397082","2.16931","430558.31","4583171.349","430650.243","4583372.294","934132730","Fax","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
"99400249578","Equip Central d'Atenció a la Infància i Adolescència de Barcelona","#","C","València","344","344","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.397082","2.16931","430558.31","4583171.349","430650.243","4583372.294","934132757","Tel.","","","","","","","","Equips d'atenció a l'infància i adolescència","Serveis socials","Serveis socials",
